pollster,date,sampleSize,marginError,dvalue,rvalue,Year,Type,state
UMass Amherst/WBZ*,2016-09-20 00:00:00,700.0,4.3,46.0,33.0,2016,President,Massachusetts
WBUR/MassINC,2016-09-10 00:00:00,506.0,4.4,60.0,31.0,2016,President,Massachusetts
Emerson*,2016-09-05 00:00:00,500.0,4.3,50.0,33.0,2016,President,Massachusetts
Boston Globe/Suffolk,2016-05-05 00:00:00,500.0,4.4,55.0,31.0,2016,President,Massachusetts
Western NE University,2016-04-10 00:00:00,,4.0,62.0,26.0,2016,President,Massachusetts
rcp_average,2016-11-06 00:00:00,,,47.0,43.4,2016,President,Michigan
Trafalgar Group (R)*,2016-11-06 00:00:00,1200.0,2.8,47.0,49.0,2016,President,Michigan
Gravis*,2016-11-04 00:00:00,,3.0,46.0,41.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-11-03 00:00:00,1007.0,3.1,50.0,45.0,2016,President,Michigan
PPP (D),2016-11-04 00:00:00,957.0,3.2,50.0,44.0,2016,President,Michigan
Detroit Free Press*,2016-11-03 00:00:00,600.0,4.0,42.0,38.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-11-02 00:00:00,1150.0,2.9,51.0,46.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-11-01 00:00:00,887.0,3.3,49.0,44.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-10-31 00:00:00,737.0,3.6,51.0,45.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-10-30 00:00:00,953.0,3.2,51.0,42.0,2016,President,Michigan
Emerson*,2016-10-26 00:00:00,500.0,4.3,50.0,43.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-10-25 00:00:00,1030.0,2.8,50.0,44.0,2016,President,Michigan
Detroit Free Press*,2016-10-25 00:00:00,600.0,4.0,41.0,34.0,2016,President,Michigan
FOX 2 Detroit/Mitchell*,2016-10-23 00:00:00,1241.0,2.8,51.0,43.0,2016,President,Michigan
MRG,2016-10-19 00:00:00,600.0,4.0,46.0,38.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-10-18 00:00:00,1102.0,3.0,53.0,41.0,2016,President,Michigan
FOX 2 Detroit/Mitchell*,2016-10-11 00:00:00,1429.0,2.6,47.0,37.0,2016,President,Michigan
Detroit News,2016-10-11 00:00:00,600.0,4.0,47.0,33.0,2016,President,Michigan
Detroit Free Press,2016-10-03 00:00:00,600.0,4.0,46.0,36.0,2016,President,Michigan
Detroit News,2016-09-28 00:00:00,600.0,4.0,46.0,39.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-09-27 00:00:00,1956.0,2.2,49.0,44.0,2016,President,Michigan
MIRS-GSCI/Target Insyght*,2016-09-24 00:00:00,600.0,4.0,46.0,41.0,2016,President,Michigan
Detroit Free Press,2016-09-13 00:00:00,600.0,4.0,42.0,38.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-09-07 00:00:00,940.0,3.2,47.0,42.0,2016,President,Michigan
Emerson*,2016-08-28 00:00:00,800.0,3.4,45.0,40.0,2016,President,Michigan
Suffolk University*,2016-08-24 00:00:00,,4.4,44.0,37.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-08-10 00:00:00,1314.0,2.7,49.0,39.0,2016,President,Michigan
Detroit Free Press,2016-08-04 00:00:00,600.0,4.0,46.0,36.0,2016,President,Michigan
Detroit News*,2016-08-01 00:00:00,600.0,4.0,41.0,32.0,2016,President,Michigan
CBS News/YouGov*,2016-07-15 00:00:00,1201.0,4.1,42.0,39.0,2016,President,Michigan
MRG*,2016-07-15 00:00:00,800.0,3.5,34.0,29.0,2016,President,Michigan
Mitchell Research,2016-07-11 00:00:00,600.0,4.0,40.0,34.0,2016,President,Michigan
Gravis,2016-07-08 00:00:00,,2.4,48.0,41.0,2016,President,Michigan
Detroit News,2016-05-26 00:00:00,600.0,4.0,43.0,39.0,2016,President,Michigan
SurveyUSA,2016-03-24 00:00:00,904.0,3.3,49.0,38.0,2016,President,Michigan
EPIC-MRA,2016-03-22 00:00:00,600.0,4.0,47.0,37.0,2016,President,Michigan
NBC/WSJ/Marist,2016-03-03 00:00:00,,2.1,52.0,36.0,2016,President,Michigan
MRG,2016-02-27 00:00:00,600.0,4.0,44.0,39.0,2016,President,Michigan
Detroit Free Press,2016-10-31 00:00:00,600.0,4.0,46.0,38.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-09-18 00:00:00,1483.0,2.5,42.0,42.0,2016,President,Michigan
MRG,2016-09-14 00:00:00,600.0,4.0,43.0,40.0,2016,President,Michigan
FOX 2 Detroit/Mitchell,2016-08-10 00:00:00,1310.0,2.7,39.0,40.0,2016,President,Michigan
PPP (D),2016-06-28 00:00:00,,3.0,49.0,39.0,2016,President,Michigan
rcp_average,2016-12-31 00:00:00,,,47.7,41.3,2016,President,Minnesota
KSTP/SurveyUSA,2016-10-25 00:00:00,656.0,3.9,53.0,42.0,2016,President,Minnesota
Star Tribune*,2016-10-22 00:00:00,625.0,4.0,47.0,39.0,2016,President,Minnesota
Gravis*,2016-09-23 00:00:00,906.0,3.3,43.0,43.0,2016,President,Minnesota
KSTP/SurveyUSA,2016-09-20 00:00:00,625.0,4.0,49.0,43.0,2016,President,Minnesota
Star Tribune*,2016-09-14 00:00:00,625.0,4.0,44.0,38.0,2016,President,Minnesota
Star Tribune***,2016-04-27 00:00:00,,3.5,48.0,35.0,2016,President,Minnesota
Star Tribune/Mason-Dixon,2016-01-20 00:00:00,,3.5,43.0,38.0,2016,President,Minnesota
KSTP/SurveyUSA,2016-11-02 00:00:00,,4.4,42.0,45.0,2016,President,Minnesota
PPP (D),2016-08-02 00:00:00,,3.1,44.0,39.0,2016,President,Minnesota
Magellan (R),2016-08-11 00:00:00,1084.0,2.9,39.0,54.0,2016,President,Mississippi
Mason-Dixon,2016-03-30 00:00:00,,4.0,43.0,46.0,2016,President,Mississippi
rcp_average,2016-11-05 00:00:00,,,40.0,49.5,2016,President,Missouri
Emerson*,2016-11-05 00:00:00,750.0,3.5,41.0,47.0,2016,President,Missouri
Remington Research (R)*,2016-11-01 00:00:00,1722.0,2.4,39.0,52.0,2016,President,Missouri
Monmouth*,2016-10-31 00:00:00,405.0,4.9,38.0,52.0,2016,President,Missouri
St. Louis Post-Dispatch*,2016-10-26 00:00:00,625.0,4.0,42.0,47.0,2016,President,Missouri
Emerson*,2016-10-31 00:00:00,650.0,3.8,37.0,52.0,2016,President,Missouri
Remington Research (R)*,2016-10-25 00:00:00,2559.0,1.9,39.0,50.0,2016,President,Missouri
Emerson*,2016-10-19 00:00:00,600.0,3.9,39.0,47.0,2016,President,Missouri
Remington Research (R)*,2016-10-11 00:00:00,2171.0,2.1,42.0,47.0,2016,President,Missouri
Monmouth*,2016-10-11 00:00:00,406.0,4.9,41.0,46.0,2016,President,Missouri
Remington Research (R)*,2016-09-27 00:00:00,1279.0,3.0,39.0,49.0,2016,President,Missouri
CBS News/YouGov*,2016-09-23 00:00:00,1087.0,3.9,37.0,46.0,2016,President,Missouri
Emerson*,2016-09-13 00:00:00,600.0,3.9,34.0,47.0,2016,President,Missouri
Remington Research (R)*,2016-09-02 00:00:00,1275.0,3.0,38.0,47.0,2016,President,Missouri
Monmouth*,2016-08-22 00:00:00,401.0,4.9,43.0,44.0,2016,President,Missouri
Remington Research (R)*,2016-08-06 00:00:00,1280.0,3.0,42.0,44.0,2016,President,Missouri
St. Louis Post-Dispatch*,2016-07-24 00:00:00,625.0,4.0,41.0,40.0,2016,President,Missouri
KSDK-TV/SurveyUSA*,2016-07-24 00:00:00,1943.0,2.3,37.0,47.0,2016,President,Missouri
PPP (D)*,2016-07-12 00:00:00,,3.2,36.0,46.0,2016,President,Missouri
Fort Hays St. University,2016-03-10 00:00:00,,4.6,38.0,43.0,2016,President,Missouri
PPP (D),2016-08-09 00:00:00,,3.3,39.0,48.0,2016,President,Missouri
Mason-Dixon*,2016-10-12 00:00:00,1003.0,3.2,36.0,46.0,2016,President,Montana
MSU-Billings*,2016-10-10 00:00:00,,4.0,27.0,47.0,2016,President,Montana
Emerson*,2016-09-26 00:00:00,700.0,3.6,29.0,56.0,2016,President,Nebraksa
Emerson,2016-09-27 00:00:00,,,40.0,49.0,2016,President,Nebraska CD2
rcp_average,2016-11-06 00:00:00,,,45.0,45.8,2016,President,Nevada
Emerson*,2016-11-05 00:00:00,600.0,3.9,47.0,46.0,2016,President,Nevada
Gravis*,2016-11-06 00:00:00,1158.0,2.9,45.0,43.0,2016,President,Nevada
Remington Research (R),2016-11-02 00:00:00,1793.0,2.3,45.0,46.0,2016,President,Nevada
8 News NOW - Las Vegas,2016-11-01 00:00:00,600.0,4.0,45.0,45.0,2016,President,Nevada
CNN/ORC,2016-11-01 00:00:00,790.0,3.5,43.0,49.0,2016,President,Nevada
Remington Research (R),2016-10-30 00:00:00,1176.0,2.9,44.0,48.0,2016,President,Nevada
Emerson*,2016-10-27 00:00:00,550.0,4.1,44.0,42.0,2016,President,Nevada
Gravis*,2016-10-25 00:00:00,,3.3,46.0,46.0,2016,President,Nevada
NBC/WSJ/Marist,2016-10-24 00:00:00,707.0,3.7,43.0,43.0,2016,President,Nevada
Las Vegas Review-Journal,2016-10-23 00:00:00,800.0,3.9,48.0,41.0,2016,President,Nevada
Remington Research (R),2016-10-22 00:00:00,1332.0,2.7,44.0,47.0,2016,President,Nevada
KTNV/Rasmussen ,2016-10-22 00:00:00,826.0,3.5,46.0,42.0,2016,President,Nevada
Monmouth,2016-10-17 00:00:00,413.0,4.8,47.0,40.0,2016,President,Nevada
CNN/ORC,2016-10-15 00:00:00,698.0,3.5,46.0,44.0,2016,President,Nevada
CBS News/YouGov,2016-10-14 00:00:00,996.0,4.5,46.0,40.0,2016,President,Nevada
8 News NOW - Las Vegas,2016-10-13 00:00:00,600.0,4.0,43.0,41.0,2016,President,Nevada
Emerson*,2016-10-04 00:00:00,700.0,3.6,43.0,43.0,2016,President,Nevada
UNLV/Hart Research (D),2016-10-02 00:00:00,,3.8,44.0,41.0,2016,President,Nevada
Las Vegas Review-Journal,2016-09-29 00:00:00,800.0,3.5,45.0,44.0,2016,President,Nevada
Suffolk,2016-09-29 00:00:00,500.0,4.4,44.0,38.0,2016,President,Nevada
FOX News,2016-09-20 00:00:00,704.0,3.5,40.0,43.0,2016,President,Nevada
KTNV/Rasmussen ,2016-09-18 00:00:00,800.0,4.0,39.0,42.0,2016,President,Nevada
Monmouth,2016-09-13 00:00:00,406.0,4.9,42.0,44.0,2016,President,Nevada
NBC/WSJ/Marist*,2016-09-08 00:00:00,627.0,3.9,41.0,42.0,2016,President,Nevada
Suffolk,2016-08-17 00:00:00,500.0,4.4,44.0,42.0,2016,President,Nevada
CBS News/YouGov*,2016-08-05 00:00:00,993.0,4.6,43.0,41.0,2016,President,Nevada
KTNV/Rasmussen ,2016-07-31 00:00:00,750.0,4.0,41.0,40.0,2016,President,Nevada
KTNV/Rasmussen ,2016-07-24 00:00:00,750.0,4.0,38.0,43.0,2016,President,Nevada
Monmouth,2016-07-10 00:00:00,408.0,4.9,45.0,41.0,2016,President,Nevada
Gravis,2016-05-25 00:00:00,,2.0,41.0,44.0,2016,President,Nevada
rcp_average,2016-11-06 00:00:00,,,43.7,43.4,2016,President,New Hampshire
Emerson*,2016-11-05 00:00:00,1000.0,3.0,45.0,44.0,2016,President,New Hampshire
WMUR/UNH*,2016-11-06 00:00:00,707.0,3.7,49.0,38.0,2016,President,New Hampshire
Gravis*,2016-11-02 00:00:00,,2.0,41.0,43.0,2016,President,New Hampshire
Boston Globe/Suffolk*,2016-11-02 00:00:00,500.0,4.4,42.0,42.0,2016,President,New Hampshire
ARG*,2016-11-02 00:00:00,600.0,4.0,43.0,48.0,2016,President,New Hampshire
UMass Lowell/7News,2016-11-02 00:00:00,695.0,4.3,44.0,45.0,2016,President,New Hampshire
WBUR/MassINC,2016-11-01 00:00:00,500.0,4.4,42.0,44.0,2016,President,New Hampshire
WMUR/UNH*,2016-10-30 00:00:00,641.0,3.9,46.0,39.0,2016,President,New Hampshire
Emerson*,2016-10-25 00:00:00,600.0,4.9,46.0,43.0,2016,President,New Hampshire
Monmouth*,2016-10-25 00:00:00,401.0,4.9,46.0,42.0,2016,President,New Hampshire
NBC/WSJ/Marist,2016-10-24 00:00:00,768.0,3.5,47.0,39.0,2016,President,New Hampshire
UMass Amherst/WBZ*,2016-10-21 00:00:00,772.0,4.5,43.0,38.0,2016,President,New Hampshire
Emerson*,2016-10-19 00:00:00,900.0,3.2,44.0,36.0,2016,President,New Hampshire
WMUR/UNH*,2016-10-17 00:00:00,770.0,3.5,49.0,34.0,2016,President,New Hampshire
WBUR/MassINC,2016-10-12 00:00:00,501.0,4.4,46.0,41.0,2016,President,New Hampshire
UMass Lowell/7News*,2016-10-11 00:00:00,517.0,4.9,45.0,39.0,2016,President,New Hampshire
Boston Globe/Suffolk*,2016-10-05 00:00:00,500.0,4.4,44.0,42.0,2016,President,New Hampshire
WBUR/MassINC,2016-09-29 00:00:00,502.0,4.4,47.0,38.0,2016,President,New Hampshire
Monmouth*,2016-09-20 00:00:00,400.0,4.9,47.0,38.0,2016,President,New Hampshire
NBC/WSJ/Marist,2016-09-08 00:00:00,737.0,3.6,42.0,41.0,2016,President,New Hampshire
Emerson*,2016-09-05 00:00:00,600.0,3.9,42.0,37.0,2016,President,New Hampshire
WMUR/UNH,2016-08-28 00:00:00,433.0,4.7,45.0,36.0,2016,President,New Hampshire
CBS News/YouGov*,2016-08-12 00:00:00,990.0,4.3,45.0,36.0,2016,President,New Hampshire
WBUR/MassINC,2016-08-01 00:00:00,609.0,4.0,51.0,34.0,2016,President,New Hampshire
WMUR/UNH,2016-07-18 00:00:00,469.0,4.5,39.0,37.0,2016,President,New Hampshire
ARG,2016-06-28 00:00:00,,4.2,47.0,42.0,2016,President,New Hampshire
PPP (D)*,2016-06-23 00:00:00,,4.1,43.0,39.0,2016,President,New Hampshire
Boston Herald/FPU,2016-05-28 00:00:00,405.0,4.9,44.0,44.0,2016,President,New Hampshire
WBUR/MassINC,2016-05-15 00:00:00,501.0,4.4,44.0,42.0,2016,President,New Hampshire
Dartmouth,2016-04-16 00:00:00,,5.2,34.0,29.0,2016,President,New Hampshire
WMUR/UNH,2016-04-17 00:00:00,553.0,4.2,50.0,31.0,2016,President,New Hampshire
WMUR/UNH,2016-02-28 00:00:00,628.0,3.9,47.0,39.0,2016,President,New Hampshire
CNN/WMUR,2016-01-18 00:00:00,903.0,3.4,48.0,39.0,2016,President,New Hampshire
NBC/WSJ/Marist,2016-01-07 00:00:00,,3.2,45.0,44.0,2016,President,New Hampshire
PPP (D),2016-01-06 00:00:00,,3.0,50.0,36.0,2016,President,New Hampshire
PPP (D),2016-12-02 00:00:00,,3.1,47.0,41.0,2016,President,New Hampshire
FOX News,2016-11-17 00:00:00,,5.0,47.0,40.0,2016,President,New Hampshire
PPP (D),2016-10-18 00:00:00,,3.3,47.0,41.0,2016,President,New Hampshire
NBC/WSJ/Marist,2016-09-30 00:00:00,,3.0,48.0,45.0,2016,President,New Hampshire
CNN/WMUR,2016-09-23 00:00:00,743.0,3.6,50.0,42.0,2016,President,New Hampshire
NBC/Marist,2016-09-02 00:00:00,,3.2,46.0,45.0,2016,President,New Hampshire
PPP (D),2016-08-24 00:00:00,,3.4,46.0,44.0,2016,President,New Hampshire
WMUR/UNH,2016-07-30 00:00:00,652.0,3.8,50.0,40.0,2016,President,New Hampshire
rcp_average,2016-12-31 00:00:00,,,51.0,40.0,2016,President,New Jersey
Richard Stockton College*,2016-11-02 00:00:00,678.0,3.8,51.0,40.0,2016,President,New Jersey
Fairleigh Dickinson,2016-10-16 00:00:00,579.0,4.3,51.0,40.0,2016,President,New Jersey
Richard Stockton College,2016-09-29 00:00:00,638.0,3.9,46.0,40.0,2016,President,New Jersey
Rutgers-Eagleton,2016-09-10 00:00:00,,3.5,59.0,35.0,2016,President,New Jersey
Emerson*,2016-09-05 00:00:00,800.0,3.4,47.0,43.0,2016,President,New Jersey
Fairleigh Dickinson,2016-06-26 00:00:00,,3.8,52.0,31.0,2016,President,New Jersey
CBS News/YouGov,2016-06-03 00:00:00,1194.0,3.8,49.0,34.0,2016,President,New Jersey
Monmouth,2016-05-27 00:00:00,,3.7,38.0,34.0,2016,President,New Jersey
Fairleigh Dickinson,2016-05-22 00:00:00,,3.7,48.0,37.0,2016,President,New Jersey
Quinnipiac,2016-05-16 00:00:00,,2.2,45.0,38.0,2016,President,New Jersey
Rutgers-Eagleton,2016-04-08 00:00:00,,4.0,50.0,36.0,2016,President,New Jersey
rcp_average,2016-11-06 00:00:00,,,45.3,40.3,2016,President,New Mexico
Zia Poll*,2016-11-06 00:00:00,8439.0,1.8,46.0,44.0,2016,President,New Mexico
Albuquerque Journal*,2016-11-03 00:00:00,504.0,4.4,45.0,40.0,2016,President,New Mexico
Gravis*,2016-11-02 00:00:00,,2.7,45.0,37.0,2016,President,New Mexico
Zia Poll*,2016-11-02 00:00:00,1102.0,3.0,46.0,43.0,2016,President,New Mexico
Zia Poll*,2016-10-24 00:00:00,1415.0,2.6,45.0,40.0,2016,President,New Mexico
Zia Poll*,2016-10-11 00:00:00,1536.0,2.5,46.0,36.0,2016,President,New Mexico
KOB-TV/SurveyUSA*,2016-10-02 00:00:00,594.0,4.1,46.0,33.0,2016,President,New Mexico
Albuquerque Journal,2016-09-29 00:00:00,501.0,4.4,44.0,34.0,2016,President,New Mexico
Zia Poll*,2016-09-25 00:00:00,1415.0,2.6,42.0,37.0,2016,President,New Mexico
PPP (D)*,2016-08-21 00:00:00,1103.0,3.0,40.0,31.0,2016,President,New Mexico
PPP (D)*,2016-05-15 00:00:00,802.0,3.5,41.0,33.0,2016,President,New Mexico
rcp_average,2016-12-31 00:00:00,,,52.7,31.7,2016,President,New York
Siena*,2016-11-04 00:00:00,617.0,4.5,51.0,34.0,2016,President,New York
Siena*,2016-10-17 00:00:00,611.0,4.6,54.0,30.0,2016,President,New York
NBC 4 NY/WSJ/Marist*,2016-09-23 00:00:00,676.0,3.8,52.0,31.0,2016,President,New York
Siena*,2016-09-15 00:00:00,600.0,5.0,51.0,30.0,2016,President,New York
Emerson*,2016-08-30 00:00:00,800.0,3.4,52.0,34.0,2016,President,New York
Siena,2016-08-10 00:00:00,,4.3,57.0,27.0,2016,President,New York
Gravis,2016-08-08 00:00:00,,2.4,53.0,36.0,2016,President,New York
Quinnipiac,2016-07-17 00:00:00,,3.0,47.0,35.0,2016,President,New York
Siena,2016-06-28 00:00:00,,4.0,54.0,31.0,2016,President,New York
Siena,2016-05-26 00:00:00,,3.9,52.0,31.0,2016,President,New York
Siena,2016-04-27 00:00:00,,4.1,56.0,30.0,2016,President,New York
Emerson,2016-04-17 00:00:00,1047.0,3.0,55.0,36.0,2016,President,New York
PPP (D),2016-04-10 00:00:00,,2.6,55.0,35.0,2016,President,New York
NBC/WSJ/Marist,2016-04-10 00:00:00,,2.2,61.0,32.0,2016,President,New York
FOX News,2016-04-07 00:00:00,1403.0,2.5,53.0,37.0,2016,President,New York
Emerson,2016-04-07 00:00:00,864.0,3.3,54.0,36.0,2016,President,New York
Quinnipiac,2016-03-29 00:00:00,1667.0,2.4,53.0,33.0,2016,President,New York
Emerson,2016-03-16 00:00:00,768.0,3.5,55.0,36.0,2016,President,New York
Siena,2016-03-03 00:00:00,,4.1,57.0,34.0,2016,President,New York
Siena,2016-02-03 00:00:00,,3.8,57.0,32.0,2016,President,New York
rcp_average,2016-11-06 00:00:00,,,45.7,46.5,2016,President,North Carolina
NY Times/Siena*,2016-11-06 00:00:00,800.0,3.5,44.0,44.0,2016,President,North Carolina
Quinnipiac,2016-11-06 00:00:00,870.0,3.3,48.0,45.0,2016,President,North Carolina
Gravis*,2016-11-04 00:00:00,,2.8,46.0,45.0,2016,President,North Carolina
Trafalgar Group (R)*,2016-11-01 00:00:00,,2.9,44.0,49.0,2016,President,North Carolina
WRAL-TV/SurveyUSA,2016-10-31 00:00:00,659.0,3.9,44.0,51.0,2016,President,North Carolina
CBS News/YouGov*,2016-10-28 00:00:00,992.0,4.1,48.0,45.0,2016,President,North Carolina
Quinnipiac,2016-11-01 00:00:00,602.0,4.0,48.0,46.0,2016,President,North Carolina
Remington Research (R)*,2016-10-30 00:00:00,1176.0,2.9,45.0,47.0,2016,President,North Carolina
Emerson*,2016-10-27 00:00:00,650.0,3.8,48.0,45.0,2016,President,North Carolina
Elon*,2016-10-27 00:00:00,710.0,3.7,44.0,44.0,2016,President,North Carolina
NBC/WSJ/Marist*,2016-10-26 00:00:00,780.0,3.5,47.0,41.0,2016,President,North Carolina
Gravis*,2016-10-26 00:00:00,,2.8,49.0,47.0,2016,President,North Carolina
Quinnipiac,2016-10-26 00:00:00,702.0,3.6,50.0,44.0,2016,President,North Carolina
PPP (D),2016-10-22 00:00:00,875.0,3.3,49.0,46.0,2016,President,North Carolina
NY Times/Siena,2016-10-23 00:00:00,792.0,3.5,49.0,41.0,2016,President,North Carolina
Monmouth*,2016-10-23 00:00:00,402.0,4.9,47.0,46.0,2016,President,North Carolina
Remington Research (R)*,2016-10-22 00:00:00,1764.0,2.3,44.0,47.0,2016,President,North Carolina
SurveyUSA,2016-10-16 00:00:00,651.0,3.9,48.0,46.0,2016,President,North Carolina
Civitas (R)*,2016-10-17 00:00:00,600.0,4.0,45.0,43.0,2016,President,North Carolina
CNN/ORC,2016-10-15 00:00:00,788.0,3.5,50.0,48.0,2016,President,North Carolina
NBC/WSJ/Marist,2016-10-12 00:00:00,743.0,3.6,48.0,43.0,2016,President,North Carolina
Suffolk*,2016-10-12 00:00:00,500.0,4.4,45.0,43.0,2016,President,North Carolina
Emerson*,2016-10-12 00:00:00,600.0,3.9,46.0,42.0,2016,President,North Carolina
High Point*,2016-10-06 00:00:00,479.0,4.5,43.0,42.0,2016,President,North Carolina
WRAL-TV/SurveyUSA*,2016-10-03 00:00:00,656.0,3.9,46.0,44.0,2016,President,North Carolina
Bloomberg,2016-10-02 00:00:00,805.0,3.5,46.0,45.0,2016,President,North Carolina
Quinnipiac,2016-10-02 00:00:00,535.0,4.2,49.0,46.0,2016,President,North Carolina
Elon*,2016-09-30 00:00:00,660.0,3.8,45.0,39.0,2016,President,North Carolina
Gravis*,2016-09-23 00:00:00,694.0,3.7,44.0,43.0,2016,President,North Carolina
High Point*,2016-09-22 00:00:00,404.0,4.9,43.0,42.0,2016,President,North Carolina
FOX News,2016-09-20 00:00:00,734.0,3.5,42.0,47.0,2016,President,North Carolina
PPP (D),2016-09-20 00:00:00,1024.0,3.1,47.0,47.0,2016,President,North Carolina
NY Times/Siena,2016-09-19 00:00:00,782.0,3.6,45.0,43.0,2016,President,North Carolina
Elon*,2016-09-16 00:00:00,644.0,3.9,43.0,44.0,2016,President,North Carolina
Civitas (R)*,2016-09-12 00:00:00,600.0,4.0,42.0,42.0,2016,President,North Carolina
Suffolk*,2016-09-07 00:00:00,500.0,4.4,41.0,44.0,2016,President,North Carolina
Quinnipiac,2016-09-07 00:00:00,751.0,3.6,47.0,43.0,2016,President,North Carolina
CBS News/YouGov*,2016-09-02 00:00:00,1088.0,4.0,46.0,42.0,2016,President,North Carolina
Emerson*,2016-08-29 00:00:00,800.0,3.4,43.0,45.0,2016,President,North Carolina
Monmouth*,2016-08-23 00:00:00,401.0,4.9,44.0,42.0,2016,President,North Carolina
CNN/ORC,2016-08-23 00:00:00,803.0,3.5,48.0,47.0,2016,President,North Carolina
Gravis,2016-08-17 00:00:00,,3.6,44.0,43.0,2016,President,North Carolina
NBC/WSJ/Marist,2016-08-10 00:00:00,,3.2,48.0,39.0,2016,President,North Carolina
PPP (D),2016-08-07 00:00:00,830.0,3.4,47.0,46.0,2016,President,North Carolina
Civitas/SurveyUSA*,2016-08-02 00:00:00,400.0,5.0,42.0,46.0,2016,President,North Carolina
NBC/WSJ/Marist,2016-07-11 00:00:00,,3.3,44.0,38.0,2016,President,North Carolina
CBS News/YouGov,2016-06-24 00:00:00,988.0,4.0,44.0,42.0,2016,President,North Carolina
Civitas (R)*,2016-06-23 00:00:00,,4.0,42.0,40.0,2016,President,North Carolina
PPP (D),2016-06-21 00:00:00,,3.2,46.0,48.0,2016,President,North Carolina
Civitas (R),2016-05-23 00:00:00,600.0,4.0,38.0,42.0,2016,President,North Carolina
PPP (D),2016-05-22 00:00:00,,3.2,43.0,47.0,2016,President,North Carolina
Civitas (R),2016-04-25 00:00:00,600.0,4.0,49.0,40.0,2016,President,North Carolina
PPP (D),2016-04-24 00:00:00,,3.2,44.0,44.0,2016,President,North Carolina
PPP (D),2016-03-20 00:00:00,,3.4,44.0,42.0,2016,President,North Carolina
Elon University,2016-02-17 00:00:00,1530.0,2.5,47.0,41.0,2016,President,North Carolina
SurveyUSA,2016-02-16 00:00:00,1250.0,2.8,43.0,45.0,2016,President,North Carolina
PPP (D),2016-02-16 00:00:00,,2.7,43.0,44.0,2016,President,North Carolina
PPP (D),2016-01-19 00:00:00,,3.2,43.0,45.0,2016,President,North Carolina
PPP (D),2016-12-07 00:00:00,,2.8,43.0,47.0,2016,President,North Carolina
Elon University,2016-11-02 00:00:00,,3.0,50.0,40.0,2016,President,North Carolina
PPP (D),2016-10-25 00:00:00,,3.3,42.0,48.0,2016,President,North Carolina
PPP (D),2016-09-28 00:00:00,,2.8,42.0,47.0,2016,President,North Carolina
Elon University,2016-09-21 00:00:00,,3.0,47.0,40.0,2016,President,North Carolina
PPP (D),2016-08-16 00:00:00,,3.2,42.0,45.0,2016,President,North Carolina
PPP (D),2016-07-06 00:00:00,,4.3,47.0,44.0,2016,President,North Carolina
rcp_average,2016-11-05 00:00:00,,,44.0,46.2,2016,President,Ohio
Emerson*,2016-11-05 00:00:00,900.0,3.2,39.0,46.0,2016,President,Ohio
CBS News/YouGov*,2016-11-04 00:00:00,1188.0,4.1,45.0,46.0,2016,President,Ohio
Columbus Dispatch*,2016-11-05 00:00:00,1151.0,2.9,48.0,47.0,2016,President,Ohio
Remington Research (R)*,2016-11-02 00:00:00,2557.0,1.9,44.0,45.0,2016,President,Ohio
Quinnipiac,2016-11-01 00:00:00,589.0,4.0,44.0,47.0,2016,President,Ohio
Remington Research (R)*,2016-10-30 00:00:00,1187.0,2.8,43.0,48.0,2016,President,Ohio
Emerson*,2016-10-27 00:00:00,800.0,3.4,45.0,45.0,2016,President,Ohio
Trafalgar Group (R)*,2016-10-26 00:00:00,1150.0,2.9,44.0,49.0,2016,President,Ohio
Remington Research (R)*,2016-10-22 00:00:00,1971.0,2.2,42.0,46.0,2016,President,Ohio
Suffolk*,2016-10-19 00:00:00,500.0,4.4,45.0,45.0,2016,President,Ohio
Quinnipiac,2016-10-16 00:00:00,624.0,3.9,47.0,48.0,2016,President,Ohio
CNN/ORC,2016-10-15 00:00:00,744.0,3.5,47.0,50.0,2016,President,Ohio
NBC/WSJ/Marist,2016-10-12 00:00:00,724.0,3.6,45.0,45.0,2016,President,Ohio
Emerson*,2016-10-12 00:00:00,600.0,3.9,45.0,43.0,2016,President,Ohio
